"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","view_history","phase","stage","shape","subj_idx","TaskRelevance","CognitiveLoad","isMatch","Identity","display_label","nBack_shape","nBack_color","nBack_label","sequence","condition_type","correct_response","correct"
"","","","","","image-keyboard-response","200","371015","0.0-4.0-3.0-0.0-10.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","201","372275","0.0-4.0-3.0-0.0-11.0","744","<div style=""font-size: 60px;"">红色</div>","f","","main","response","","100","TaskIRRelevant","2","true","生人","红色","../img/circle.png","红色","自我","../img/triangle.png,../img/circle.png,../img/circle.png","{""label_type"":""生人"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","202","372789","0.0-4.0-3.0-0.0-12.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","203","373432","0.0-4.0-3.0-0.0-13.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","204","373933","0.0-4.0-3.0-0.0-14.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","205","374960","0.0-4.0-3.0-0.0-15.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","206","375975","0.0-4.0-3.0-0.0-16.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","207","377003","0.0-4.0-3.0-0.0-17.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","208","378633","0.0-4.0-3.0-0.0-18.0","1114","<div style=""font-size: 60px;"">绿色</div>","f","","main","response","","100","TaskIRRelevant","2","true","自我","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/circle.png,../img/triangle.png,../img/triangle.png","{""label_type"":""自我"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","209","379142","0.0-4.0-3.0-0.0-19.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","210","380139","0.0-4.0-3.0-0.0-20.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","211","380642","0.0-4.0-3.0-0.0-21.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","212","381659","0.0-4.0-3.0-0.0-22.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","213","382686","0.0-4.0-3.0-0.0-23.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","214","383803","0.0-4.0-3.0-0.0-24.0","602","<div style=""font-size: 60px;"">红色</div>","j","","main","response","","100","TaskIRRelevant","2","false","生人","[""红色""]","../img/triangle.png","绿色","生人","../img/triangle.png,../img/triangle.png,../img/circle.png","{""label_type"":""生人"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","215","384307","0.0-4.0-3.0-0.0-25.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","216","385344","0.0-4.0-3.0-1.0","1036","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了100% 的试次。</p><p class='context'>您的平均反应时为764毫秒。</p><p class='context'>请按任意键进入休息</p></div>"," ","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","217","387069","0.0-4.0-3.0-2.0","1724","
                    <p>当前任务中，您还剩余0组实验</p>
                    <p>现在是休息时间，当您结束休息后，您可以点击 结束休息 按钮 继续</p>
                    <p>建议休息时间还剩余<span id=""iii"">60</span>秒</p>","0","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","218","387817","0.0-4.0-4.0","747","
            <div style=""text-align: center; color: white; font-size: 35px; line-height: 40px;"">
                <p>恭喜您完成任务3, 接下来您将进入任务4。</p>
                <p style=""color: lightgreen; margin-top: 30px;"">按任意键继续</p>
            </div>
        "," ","","","","","","","","","","","","","","","","",""
"","","","","","instructions","219","407992","0.0-5.0-0.0","20175","","","[{""page_index"":0,""viewing_time"":1639},{""page_index"":1,""viewing_time"":16609},{""page_index"":2,""viewing_time"":989},{""page_index"":3,""viewing_time"":937}]","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","220","408828","0.0-5.0-1.0-0.0-0.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","221","409344","0.0-5.0-1.0-0.0-1.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","222","410372","0.0-5.0-1.0-0.0-2.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","223","411390","0.0-5.0-1.0-0.0-3.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","224","413132","0.0-5.0-1.0-0.0-4.0","1229","<div style=""font-size: 60px;"">绿色</div>","j","","prac","response","","100","TaskIRRelevant","1","true","生人","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/triangle.png,../img/triangle.png","{""label_type"":""生人"",""is_match"":true,""count"":1}","f","false"
"","","","","","html-keyboard-response","225","413637","0.0-5.0-1.0-0.0-5.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","226","414044","0.0-5.0-1.0-0.0-6.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","227","414546","0.0-5.0-1.0-0.0-7.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","228","415576","0.0-5.0-1.0-0.0-8.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","229","416604","0.0-5.0-1.0-0.0-9.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","230","417621","0.0-5.0-1.0-0.0-10.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","231","418648","0.0-5.0-1.0-0.0-11.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","232","419711","0.0-5.0-1.0-0.0-12.0","548","<div style=""font-size: 60px;"">绿色</div>","j","","prac","response","","100","TaskIRRelevant","1","false","自我","[""绿色""]","../img/circle.png","红色","自我","../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/circle.png","{""label_type"":""自我"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","233","420227","0.0-5.0-1.0-0.0-13.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","234","420698","0.0-5.0-1.0-0.0-14.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","235","421210","0.0-5.0-1.0-0.0-15.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","236","422237","0.0-5.0-1.0-0.0-16.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","237","423263","0.0-5.0-1.0-0.0-17.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","238","424656","0.0-5.0-1.0-0.0-18.0","881","<div style=""font-size: 60px;"">绿色</div>","f","","prac","response","","100","TaskIRRelevant","1","true","自我","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/circle.png,../img/triangle.png","{""label_type"":""自我"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","239","425166","0.0-5.0-1.0-0.0-19.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","240","426134","0.0-5.0-1.0-0.0-20.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","241","426649","0.0-5.0-1.0-0.0-21.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","242","427679","0.0-5.0-1.0-0.0-22.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","243","428701","0.0-5.0-1.0-0.0-23.0","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","244","429723","0.0-5.0-1.0-0.0-24.0","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","245","430939","0.0-5.0-1.0-0.0-25.0","701","<div style=""font-size: 60px;"">绿色</div>","f","","prac","response","","100","TaskIRRelevant","1","false","生人","[""绿色""]","../img/circle.png","红色","自我","../img/circle.png,../img/circle.png,../img/triangle.png,../img/circle.png","{""label_type"":""生人"",""is_match"":false,""count"":1}","j","false"
"","","","","","html-keyboard-response","246","431454","0.0-5.0-1.0-0.0-26.0","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","247","432396","0.0-5.0-1.0-1.0","941","
    <style>
        .context { color: white; font-size: 35px; line-height: 40px; }
    </style>
    <div>
        <p class='context'>您正确回答了 50% 的试次。</p>
        <p class='context'>您的平均反应时为 715 毫秒。</p>
        <p class='context'>按任意键进入下一页</p>
    </div>
"," ","","","","","","","","","","","","","","","","",""
"","","","","","instructions","248","437535","0.0-5.0-1.0-2.0-0.0","5139","","","[{""page_index"":0,""viewing_time"":1667},{""page_index"":1,""viewing_time"":1417},{""page_index"":2,""viewing_time"":1076},{""page_index"":3,""viewing_time"":980}]","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","249","437770","0.0-5.0-1.1-0.1-0.1","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","250","438285","0.0-5.0-1.1-0.1-1.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","251","439314","0.0-5.0-1.1-0.1-2.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","252","440333","0.0-5.0-1.1-0.1-3.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","253","441367","0.0-5.0-1.1-0.1-4.1","519","<div style=""font-size: 60px;"">绿色</div>","f","","prac","response","","100","TaskIRRelevant","1","true","生人","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/triangle.png,../img/triangle.png","{""label_type"":""生人"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","254","441882","0.0-5.0-1.1-0.1-5.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","255","442381","0.0-5.0-1.1-0.1-6.1","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","256","442896","0.0-5.0-1.1-0.1-7.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","257","443902","0.0-5.0-1.1-0.1-8.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","258","444932","0.0-5.0-1.1-0.1-9.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","259","445948","0.0-5.0-1.1-0.1-10.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","260","446975","0.0-5.0-1.1-0.1-11.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","261","448688","0.0-5.0-1.1-0.1-12.1","1197","<div style=""font-size: 60px;"">绿色</div>","j","","prac","response","","100","TaskIRRelevant","1","false","自我","[""绿色""]","../img/circle.png","红色","自我","../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/circle.png","{""label_type"":""自我"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","262","449188","0.0-5.0-1.1-0.1-13.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","263","449516","0.0-5.0-1.1-0.1-14.1","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","264","450031","0.0-5.0-1.1-0.1-15.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","265","451060","0.0-5.0-1.1-0.1-16.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","266","452084","0.0-5.0-1.1-0.1-17.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","267","453315","0.0-5.0-1.1-0.1-18.1","715","<div style=""font-size: 60px;"">绿色</div>","f","","prac","response","","100","TaskIRRelevant","1","true","自我","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/circle.png,../img/triangle.png","{""label_type"":""自我"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","268","453816","0.0-5.0-1.1-0.1-19.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","269","454872","0.0-5.0-1.1-0.1-20.1","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","270","455386","0.0-5.0-1.1-0.1-21.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","271","456414","0.0-5.0-1.1-0.1-22.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","272","457437","0.0-5.0-1.1-0.1-23.1","null","../img/triangle.png","null","","prac","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","273","458466","0.0-5.0-1.1-0.1-24.1","null","../img/circle.png","null","","prac","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","274","460406","0.0-5.0-1.1-0.1-25.1","1428","<div style=""font-size: 60px;"">绿色</div>","j","","prac","response","","100","TaskIRRelevant","1","false","生人","[""绿色""]","../img/circle.png","红色","自我","../img/circle.png,../img/circle.png,../img/triangle.png,../img/circle.png","{""label_type"":""生人"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","275","460911","0.0-5.0-1.1-0.1-26.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","276","464464","0.0-5.0-1.1-1.1","3552","
    <style>
        .context { color: white; font-size: 35px; line-height: 40px; }
    </style>
    <div>
        <p class='context'>您正确回答了 100% 的试次。</p>
        <p class='context'>您的平均反应时为 965 毫秒。</p>
        <p class='context'>按任意键进入下一页</p>
    </div>
"," ","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","277","465069","0.0-5.0-2.0","604","
        <style>
            .context { color: white; font-size: 35px; line-height: 40px; }
            .highlight { color: lightgreen; font-size: 35px; }
            .footer { font-size: 22px; line-height: 40px; }
        </style>
        <div>
            <p class=""context"">恭喜您完成练习。按任意键进入正式实验。</p>
            <p class=""highlight"">正式实验与练习要求相同，请您尽可能又快又准地进行按键反应</p>
            <p class=""footer"">请将您左手和右手的食指放在电脑键盘的相应键位上进行按键。</p>
        </div>
    "," ","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","278","466046","0.0-5.0-3.0-0.0-0.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","279","466557","0.0-5.0-3.0-0.0-1.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","280","467589","0.0-5.0-3.0-0.0-2.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","281","468614","0.0-5.0-3.0-0.0-3.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","282","469640","0.0-5.0-3.0-0.0-4.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","283","470668","0.0-5.0-3.0-0.0-5.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","284","472249","0.0-5.0-3.0-0.0-6.0","1065","<div style=""font-size: 60px;"">绿色</div>","f","","main","response","","100","TaskIRRelevant","1","true","生人","绿色","../img/triangle.png","绿色","生人","../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/circle.png,../img/triangle.png","{""label_type"":""生人"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","285","472761","0.0-5.0-3.0-0.0-7.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","286","473572","0.0-5.0-3.0-0.0-8.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","287","474086","0.0-5.0-3.0-0.0-9.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","288","475104","0.0-5.0-3.0-0.0-10.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","289","476122","0.0-5.0-3.0-0.0-11.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","290","477149","0.0-5.0-3.0-0.0-12.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","291","478314","0.0-5.0-3.0-0.0-13.0","650","<div style=""font-size: 60px;"">绿色</div>","f","","main","response","","100","TaskIRRelevant","1","true","自我","绿色","../img/triangle.png","绿色","生人","../img/circle.png,../img/triangle.png,../img/circle.png,../img/triangle.png","{""label_type"":""自我"",""is_match"":true,""count"":1}","f","true"
"","","","","","html-keyboard-response","292","478815","0.0-5.0-3.0-0.0-14.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","293","479265","0.0-5.0-3.0-0.0-15.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","294","479780","0.0-5.0-3.0-0.0-16.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","295","480796","0.0-5.0-3.0-0.0-17.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","296","481828","0.0-5.0-3.0-0.0-18.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","297","482854","0.0-5.0-3.0-0.0-19.0","null","../img/triangle.png","null","","main","shape","../img/triangle.png","","","","","","","","","","","","",""
"","","","","","image-keyboard-response","298","483867","0.0-5.0-3.0-0.0-20.0","null","../img/circle.png","null","","main","shape","../img/circle.png","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","299","485032","0.0-5.0-3.0-0.0-21.0","650","<div style=""font-size: 60px;"">绿色</div>","j","","main","response","","100","TaskIRRelevant","1","false","生人","[""绿色""]","../img/circle.png","红色","自我","../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/triangle.png,../img/circle.png","{""label_type"":""生人"",""is_match"":false,""count"":1}","j","true"
"","","","","","html-keyboard-response","300","485534","0.0-5.0-3.0-0.0-22.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","feedback","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","301","486003","0.0-5.0-3.0-0.0-23.0","null","<div style=""font-size: 60px;"">+</div>","null","","","","","","","","","","","","","","","","",""
